type,bom_ref,license-id,group,author,name,version,purl,path,description,vcs-url,vcs-comment,website-url,website-comment,issue-tracker-url,issue-tracker-comment,distribution-url,distribution-comment,hash-alg,hash-value,author-email,deprecated-status,deprecation-reason,timestamp
application,,,,,npm,10.9.0,,,,,,,,,,,,,,,,,
application,,Apache-2.0,@cyclonedx,Jan Kowalleck,cyclonedx-npm,3.0.0,,,Create CycloneDX Software Bill of Materials (SBOM) from NPM projects.,git+https://github.com/CycloneDX/cyclonedx-node-npm.git,"as detected from PackageJson property ""repository.url""",https://github.com/CycloneDX/cyclonedx-node-npm#readme,"as detected from PackageJson property ""homepage""",https://github.com/CycloneDX/cyclonedx-node-npm/issues,"as detected from PackageJson property ""bugs.url""",,,,,,,,
library,,Apache-2.0,@cyclonedx,Jan Kowalleck,cyclonedx-library,8.6.0,,,Core functionality of CycloneDX for JavaScript (Node.js or WebBrowser).,git+https://github.com/CycloneDX/cyclonedx-javascript-library.git,"as detected from PackageJson property ""repository.url""",https://github.com/CycloneDX/cyclonedx-javascript-library#readme,"as detected from PackageJson property ""homepage""",https://github.com/CycloneDX/cyclonedx-javascript-library/issues,"as detected from PackageJson property ""bugs.url""",,,,,,,,
application,@mojaloop/central-ledger@19.12.4,Apache-2.0,@mojaloop,ModusBox,central-ledger,19.12.4,pkg:npm/%40mojaloop/central-ledger@19.12.4?vcs_url=git%2Bssh%3A%2F%2Fgit%40github.com%2Fmojaloop%2Fcentral-ledger.git,,Central ledger hosted by a scheme to record and settle transfers,git+ssh://git@github.com/mojaloop/central-ledger.git,"as detected from PackageJson property ""repository.url""",https://github.com/mojaloop/central-ledger#readme,"as detected from PackageJson property ""homepage""",https://github.com/mojaloop/central-ledger/issues,"as detected from PackageJson property ""bugs.url""",,,,,,active,Active in npm registry,2026-02-04T09:32:57.170Z
library,@hapi/basic@7.0.2,BSD-3-Clause,@hapi,,basic,7.0.2,pkg:npm/%40hapi/basic@7.0.2,node_modules/@hapi/basic,Basic authentication plugin,git://github.com/hapijs/basic.git,"as detected from PackageJson property ""repository.url""",https://github.com/hapijs/basic#readme,"as detected from PackageJson property ""homepage""",https://github.com/hapijs/basic/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/@hapi/basic/-/basic-7.0.2.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,91da6c982107543948612b516eccd2cb2ffdf9dab92a47d62d7e408ee1c63f0b73bae668a599e1915bcc655e39850f2103c57fc1e0a832cd27cd727b242036a3,,active,Active in npm registry,2023-06-09T15:35:54.543Z
library,@hapi/boom@10.0.1,BSD-3-Clause,@hapi,,boom,10.0.1,pkg:npm/%40hapi/boom@10.0.1,node_modules/@hapi/boom,HTTP-friendly error objects,git://github.com/hapijs/boom.git,"as detected from PackageJson property ""repository.url""",https://github.com/hapijs/boom#readme,"as detected from PackageJson property ""homepage""",https://github.com/hapijs/boom/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/@hapi/boom/-/boom-10.0.1.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,11170265a123747dce812265ca3564f291c815ebacf750a328fdeff8ca6004da7922f1b33f697f6d1883efc9ea61c28f69975b2a42b9bc30553ddda8847065b0,,active,Active in npm registry,2023-02-11T17:40:56.116Z
library,@hapi/hoek@11.0.7,BSD-3-Clause,@hapi,,hoek,11.0.7,pkg:npm/%40hapi/hoek@11.0.7,node_modules/@hapi/hoek,General purpose node utilities,git://github.com/hapijs/hoek.git,"as detected from PackageJson property ""repository.url""",https://github.com/hapijs/hoek#readme,"as detected from PackageJson property ""homepage""",https://github.com/hapijs/hoek/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/@hapi/hoek/-/hoek-11.0.7.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,1d5e6e9dd5a42b3701e11654baca8ea5c83139aaba54e007ef386122bda0dc6f0d17f32514eef94a33abd8d7ee4b1d0c878d3ed45a8291a80a2c94729145a815,,active,Active in npm registry,2024-11-14T15:54:32.587Z
library,@hapi/catbox-memory@6.0.2,BSD-3-Clause,@hapi,,catbox-memory,6.0.2,pkg:npm/%40hapi/catbox-memory@6.0.2,node_modules/@hapi/catbox-memory,Memory adapter for catbox,git://github.com/hapijs/catbox-memory.git,"as detected from PackageJson property ""repository.url""",https://github.com/hapijs/catbox-memory#readme,"as detected from PackageJson property ""homepage""",https://github.com/hapijs/catbox-memory/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/@hapi/catbox-memory/-/catbox-memory-6.0.2.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,1f5978ba0a055bf65192a785ac8a3ca75ad63743c0e0c0d37eee0999ca0d0ef9d8f7be68dbd9aaa196e5a854e8b7134794490c3e922220125357e31b8be685d2,,active,Active in npm registry,2024-06-12T07:47:01.222Z
library,@hapi/catbox@12.1.1,BSD-3-Clause,@hapi,,catbox,12.1.1,pkg:npm/%40hapi/catbox@12.1.1,node_modules/@hapi/catbox,Multi-strategy object caching service,git://github.com/hapijs/catbox.git,"as detected from PackageJson property ""repository.url""",https://github.com/hapijs/catbox#readme,"as detected from PackageJson property ""homepage""",https://github.com/hapijs/catbox/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/@hapi/catbox/-/catbox-12.1.1.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,843a9807527e4741ed660e223c7dcb12795da1a06c6abe9b629d04a27066350f6de423bed42aa00ae97666d16f796d51780e5242ecdef463d253bfda79c11187,,active,Active in npm registry,2023-02-11T20:37:44.035Z
library,@hapi/podium@5.0.2,BSD-3-Clause,@hapi,,podium,5.0.2,pkg:npm/%40hapi/podium@5.0.2,node_modules/@hapi/podium,Node compatible event emitter with extra features,git://github.com/hapijs/podium.git,"as detected from PackageJson property ""repository.url""",https://github.com/hapijs/podium#readme,"as detected from PackageJson property ""homepage""",https://github.com/hapijs/podium/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/@hapi/podium/-/podium-5.0.2.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,4fb81fd896074107c47dec134056ec697a19c52bee5cefd00481a58ee71443f9663e74d33407a9a0828e6a458d556be8d9f3040e3c9cbbbeebf24e9d86b7aa1c,,active,Active in npm registry,2025-01-07T22:54:23.477Z
